,full_text,hashtags,retweets,geo,tags
844,Afghanistan War: Children Casualties Spike http://t.co/03uxas5Vz1 | At least 414 children were killed or injured in the 1st 4 months of 2013,set(),0,,"[('Afghanistan', 'LOCATION')]"
845,Afghanistan War: Children Casualties Spike http://t.co/0DRT0hkuGt via @HuffPostWorld,set(),0,,"[('Afghanistan', 'LOCATION')]"
846,More than 700 children died in #Afghanistan conflict in 2010 http://bit.ly/eoRU9X,{'Afghanistan'},0,,"[('Afghanistan', 'LOCATION')]"
847,Afghan war killed 2 children daily in 2010 - report http://ow.ly/3T7Ha #afghanistan #afghan #war #children #deathtoll,"{'deathtoll', 'afghanistan', 'afghan', 'war', 'children'}",0,,[]
848,Afghan war killed 2 children daily in 2010 - report http://ow.ly/3T7Ha #afghanistan #afghan #war #children #deathtoll,"{'deathtoll', 'afghanistan', 'afghan', 'war', 'children'}",8,,[]
849,A hungry refugee girl at the IDP Helmand camp in Kabul #Afghanistan #refugee #hunger #war #children… http://t.co/CFRXR5avT9,"{'Afghanistan', 'refugee', 'hunger', 'war', 'children'}",0,,"[('IDP', 'ORGANIZATION'), ('Helmand', 'ORGANIZATION'), ('Kabul', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
850,New UN report shows plight of women and children in Afghanistan conflict http://t.co/7m0KaiXvrv #egender @AJEnglish,{'egender'},0,,"[('UN', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
851,702 Eye Witness News reported that 1795 children killed in Afghanistan conflict since Aug 2008. I cry for the children killed.,set(),0,,"[('Afghanistan', 'LOCATION')]"
852,@EnamHaque3 @AresePollard @tompotter1945 becoming used to killing/displacement of #muslim children. #Bosnia #chechnya #Afghanistan #Iraq 1/2,"{'muslim', 'Afghanistan', 'chechnya', 'Bosnia', 'Iraq'}",0,,"[('Bosnia', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION')]"
853,Help if you can guys. Winter is brutal in Afghanistan and refugee children literally freeze to death… http://t.co/ifObkwby8o,set(),1,,"[('Afghanistan', 'LOCATION')]"
854,"#TinderboxThursday gets radical @estuaryPR. 
Afghanistan's refugee children, nearly half of them girls, get help... http://t.co/1GyEqRrfd1",{'TinderboxThursday'},0,,"[('Afghanistan', 'LOCATION')]"
855,Afghan refugee girl in Kabul #afghanistan #refugee #children #displaced #war #photojournalism #followme http://t.co/koSQSc2MKi,"{'refugee', 'photojournalism', 'afghanistan', 'followme', 'war', 'children', 'displaced'}",0,,"[('Kabul', 'LOCATION')]"
856,Faces of war: 21 haunting pictures of Afghanistan's refugee children http://t.co/Ve0MhdoeoA http://t.co/sYiF3sqfDU,set(),14,,"[('Afghanistan', 'LOCATION')]"
857,Stunning photography - Faces of war: 21 haunting pictures of Afghanistan's refugee children http://t.co/spmsqIyw26,set(),0,,"[('Afghanistan', 'LOCATION')]"
858,Faces of war: 21 haunting pictures of Afghanistan's refugee children http://t.co/s3kdJFKs68,set(),0,,"[('Afghanistan', 'LOCATION')]"
859,Haunting portraits of Afghanistan's refugee children http://t.co/BxMrLOLeZV,set(),0,,"[('Afghanistan', 'LOCATION')]"
860,21 haunting portraits of Afghanistan's refugee children living in the slums of Islamabad http://t.co/nH006nrgOc http://t.co/qyV99tfPvs,set(),1,,"[('Afghanistan', 'LOCATION'), ('Islamabad', 'LOCATION')]"
861,Faces of war: 21 haunting pictures of Afghanistan's refugee children http://t.co/DUeJqSUrcD,set(),0,,"[('Afghanistan', 'LOCATION')]"
862,Faces of war. Images of Afghanistan's refugee children in Islamabad slums: http://t.co/9kg10prQck,set(),0,,"[('Afghanistan', 'LOCATION'), ('Islamabad', 'LOCATION')]"
863,21 Haunting Portraits Of Afghanistan's Refugee Children Living In The Slums Of Islamabad (PICTURES) http://t.co/SHuClFfLXW via @HuffPostUK,set(),1,,"[('Afghanistan', 'LOCATION'), ('Islamabad', 'LOCATION')]"
864,Faces Of War: 21 Haunting Portraits Of Afghanistan's Refugee Children Living In The Slums Of Islamaba http://t.co/ctmWq3jb3A via @HuffPostUK,set(),0,,"[('Afghanistan', 'LOCATION'), ('Islamaba', 'LOCATION')]"
865,Faces of war: 21 Haunting Portraits Of Afghanistan's Refugee Children Living In The Slums Of Islamabad http://t.co/8DGRDhqEYT @HuffPostUK,set(),0,,"[('Afghanistan', 'LOCATION'), ('Islamabad', 'LOCATION')]"
866,21 Haunting Portraits Of Afghanistan's Refugee Children Living In The Slums Of Islamabad (PICTURES) http://t.co/UNQrrt47rE via @HuffPostUK,set(),1,,"[('Afghanistan', 'LOCATION'), ('Islamabad', 'LOCATION')]"
867,"Stunning pics, so sad :( 'Portraits Of Afghanistan's Refugee Children Living In The Slums Of Islamabad' http://t.co/qUOnaHQ0xY",set(),0,,"[('Afghanistan', 'LOCATION'), ('Islamabad', 'LOCATION')]"
868,“@SaraCNelson: Faces of war: 21 haunting pictures of Afghanistan's refugee children http://t.co/Zzs644uuSX http://t.co/3R86q14wqz”,set(),0,,"[('SaraCNelson', 'PERSON'), ('Afghanistan', 'LOCATION')]"
869,MT @HuffPostUKPics: Haunting Portraits Of Afghanistan's Refugee Children In Slums Of Islamabad http://t.co/fBnakNoMqV http://t.co/Vy8RQSN58M,set(),0,,"[('Afghanistan', 'LOCATION'), ('Islamabad', 'LOCATION')]"
870,"Wow, those eyes! Powerful - 21 Haunting Portraits Of Afghanistan's Refugee Children Living In The Slums Of Islamabad http://t.co/ZgS0Sid7pf",set(),0,,"[('Afghanistan', 'LOCATION'), ('Islamabad', 'LOCATION')]"
871,Faces of war: 21 haunting pictures of Afghanistan's refugee children (PICTURES) http://t.co/8cmFm5IH4J,set(),2,,"[('Afghanistan', 'LOCATION')]"
872,"21 Haunting Portraits Of Afghanistan Refugee Children Living In Islamabad Slums (&amp; PICTURES):
http://t.co/OtY28HBQIg http://t.co/PyG0o1oKTA",set(),0,,"[('Haunting', 'ORGANIZATION'), ('Portraits', 'ORGANIZATION'), ('Of', 'ORGANIZATION'), ('Afghanistan', 'ORGANIZATION'), ('Refugee', 'ORGANIZATION'), ('Children', 'ORGANIZATION'), ('Living', 'ORGANIZATION'), ('In', 'ORGANIZATION'), ('Islamabad', 'ORGANIZATION'), ('Slums', 'ORGANIZATION')]"
873,21 Powerful Portraits Of #Afghanistan #Refugee #Children http://t.co/kksPgZOV4O via @buzzfeed #Photography,"{'Photography', 'Refugee', 'Afghanistan', 'Children'}",0,,"[('Afghanistan', 'LOCATION')]"
874,#pakistan 'We have nothing in Pakistan': Afghanistan's refugee children - Washington Post http://t.co/3nWEYG5CKJ,{'pakistan'},0,,"[('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Washington', 'ORGANIZATION'), ('Post', 'ORGANIZATION')]"
875,#Refugee news - 'We have nothing in Pakistan': Afghanistan's refugee children: Nearly 1.6 million registered A... http://t.co/AU4yolCTcw,{'Refugee'},0,,"[('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
876,"Wpost- #Afghanistan' s refugee children 
""My land is in Afghanistan, and we have nothing in Pakistan,"" he said. / AP http://t.co/2xgMkyUZHs",{'Afghanistan'},0,,"[('Afghanistan', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Pakistan', 'LOCATION'), ('AP', 'ORGANIZATION')]"
877,"'We have nothing in Pakistan': Afghanistan's refugee children - http://t.co/OQZ4sqsJgA 
Next Gov needs to do a better job w/ repatriation",set(),0,,"[('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
878,Kathy Kelly: The Cost of US Terrorism in #Afghanistan: Incalculable http://ow.ly/47TBi #war #children,"{'Afghanistan', 'war', 'children'}",4,,"[('Kathy', 'PERSON'), ('Kelly', 'PERSON'), ('US', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
879,RT @commondreams: Kathy Kelly: The Cost of US Terrorism in #Afghanistan: Incalculable http://ow.ly/47TBi #war #children #truthout #p2,"{'Afghanistan', 'p2', 'war', 'children', 'truthout'}",0,,"[('Kathy', 'PERSON'), ('Kelly', 'PERSON'), ('US', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
880,"Born in a foreign land: Afghanistan's refugee children, by @NAsfouri http://t.co/qVYualbgbk http://t.co/7giQahJp42",set(),37,,"[('Afghanistan', 'LOCATION')]"
881,"Born in a foreign land: Afghanistan's refugee children, by @NAsfouri http://t.co/vxR6KDLsQj http://t.co/TIhtPOGcgA",set(),32,,"[('Afghanistan', 'LOCATION')]"
882,"""@AFPblogs: Born in a foreign land: Afghanistan's refugee children, by @NAsfouri http://t.co/jvskDk7pAN http://t.co/VjtEr23SjK""",set(),1,,"[('Afghanistan', 'LOCATION')]"
883,"Born in a foreign land: #Afghanistan's refugee children, by @NAsfouri / @AFP: http://t.co/mfsvLicYCM | http://t.co/Y1e3H5EWVZ",{'Afghanistan'},3,,"[('Afghanistan', 'LOCATION')]"
884,"RT @thomaswatkins: Born in a foreign land: Afghanistan's refugee children, by @NAsfouri http://t.co/CLYJjm7ir4 http://t.co/upEJEnR3B6 v @AFP",set(),5,,"[('Afghanistan', 'LOCATION')]"
885,"Though these are beautiful, portraits should always have names attached. @AFP: #Afghanistan's refugee children: http://t.co/DkBMPYYDnj",{'Afghanistan'},2,,"[('Afghanistan', 'LOCATION')]"
886,"Born in a foreign land: Afghanistan's refugee children, by @NAsfouri http://t.co/qVYualbgbk http://t.co/7giQahJp42",set(),44,,"[('Afghanistan', 'LOCATION')]"
887,"http://t.co/GRapZ3RwqX ""Born in a foreign land: Afghanistan's refugee children, by @AFPblogs"" Will live for a day to see her back in Afgh.",set(),6,,"[('Afghanistan', 'LOCATION')]"
888,30% of Afghans killed in Afghanistan War (2010) were innocent Children: http://bit.ly/feA9xi #Obama #Afghanistan #warcrimes #wikileaks,"{'warcrimes', 'Afghanistan', 'wikileaks', 'Obama'}",8,,"[('Obama', 'PERSON'), ('Afghanistan', 'LOCATION')]"
889,"@WooBertie well geeze, isnt that a nice stat. :shiver: #afghanistan #war #children #innocent #warcrimes #USA #wikileaks http://bit.ly/feA9xi","{'afghanistan', 'innocent', 'war', 'USA', 'children', 'warcrimes', 'wikileaks'}",1,,"[('WooBertie', 'PERSON'), ('USA', 'LOCATION')]"
890,AFGHANISTAN WAR - Children of Conflict - ???????? ??? ?????? ????????? http://t.co/qiA9Z2oPMj http://t.co/UPiTPRJKDf,set(),0,,"[('AFGHANISTAN', 'LOCATION')]"
891,"Scores of children killed, crippled by explosives left by US, NATO in Afghanistan http://t.co/yrjX86bYaa #UN #NATO #War #Children","{'NATO', 'UN', 'Children', 'War'}",0,,"[('US', 'LOCATION'), ('NATO', 'ORGANIZATION'), ('Afghanistan', 'LOCATION'), ('UN', 'ORGANIZATION'), ('NATO', 'ORGANIZATION')]"
892,Pakistan The Taliban And The Real Enemy Of The Afghanistan War: Children play at the demolished compound of Os... http://t.co/FO8DH4iZgz,set(),0,,"[('Pakistan', 'LOCATION'), ('Taliban', 'ORGANIZATION')]"
893,Pakistan The Taliban And The Real Enemy Of The Afghanistan War: Children play at the demolished comp... http://t.co/RAJ46EeDDW #War #BRK,"{'War', 'BRK'}",0,,"[('Pakistan', 'LOCATION'), ('Taliban', 'ORGANIZATION')]"
894,"Children of afghanistan only know war
Children of iraq only know war
Children of sham only know war
Children of yemen only know war...",set(),0,,[]
895,"545 children killed in #Afghanistan conflict last year: #UN report
 http://t.co/7a2mZX8C8A IEDs leading cause of death","{'UN', 'Afghanistan'}",0,,"[('Afghanistan', 'LOCATION'), ('UN', 'ORGANIZATION')]"
896,Abdullah and other #Afghanistan refugee children discover a passion for football http://t.co/kcrxYz8wMq #TeamUNICEF,"{'Afghanistan', 'TeamUNICEF'}",0,,"[('Abdullah', 'PERSON'), ('Afghanistan', 'LOCATION')]"
897,Abudullah and other #Afghanistan refugee children discover a passion for football http://t.co/T3NI26n991 #worldrefugeeday #football,"{'Afghanistan', 'worldrefugeeday', 'football'}",5,,"[('Abudullah', 'PERSON'), ('Afghanistan', 'LOCATION')]"
898,"It's Been a Rough Year for Afghans, Especially #Women &amp; #Children http://t.co/qReTAfvzT8 #Afghanistan #conflict","{'conflict', 'Afghanistan', 'Children', 'Women'}",0,,"[('Afghanistan', 'LOCATION')]"
899,Heartbreaking report @BBCNewsnight about widows of the Afghanistan conflict. Universal suffering of wives &amp; children. No women deserve this,set(),0,,"[('Afghanistan', 'LOCATION')]"
900,"Tune into @gregjames doc ‘From WW1 to Afghanistan’, ep 2 on War Children tonight 9pm on @BBCR1 http://t.co/Di0Fw4nv99 http://t.co/FDBoLhuksy",set(),4,,"[('Afghanistan', 'LOCATION')]"
901,"RT @bbcww1 @gregjames doc ‘From WW1 to Afghanistan’, ep 2 on War Children tonight 9pm @BBCR1 http://t.co/cpWmBHc4CK http://t.co/T5w1iG2QHv",set(),5,,"[('Afghanistan', 'LOCATION')]"
902,Photos show US soldiers in Afghanistan posing with dead civilians http://bit.ly/eCoBSI #militarization #afghanistan #war #children #abuse,"{'afghanistan', 'militarization', 'war', 'children', 'abuse'}",0,,"[('Afghanistan', 'LOCATION')]"
903,Children bear brunt of #Afghanistan conflict say @AFGsavechildren -who help to counsel children affected by violence: http://t.co/y439wx7TPP,{'Afghanistan'},0,,"[('Afghanistan', 'LOCATION')]"
904,"More than 7,965 civilians have been killed &amp; injured by #Afghanistan conflict so far this year, 22% were #children.  http://t.co/q8pA18MGeH","{'Afghanistan', 'children'}",0,,"[('Afghanistan', 'LOCATION')]"
905,The Unspeakable In #Afghanistan - http://t.co/ztKyEf0zyM - #Peace #War #Children #Politics,"{'Afghanistan', 'Politics', 'War', 'Children', 'Peace'}",0,,"[('Afghanistan', 'LOCATION')]"
906,"Children who lost their parents in the Afghanistan War: ""Children of the Fallen: 14 Portraits of Loss http://t.co/hDgwhPlcmL""",set(),0,,[]
907,UN: High number of civilians continue to die in #Afghanistan conflict - rise in deaths of women &amp; children http://t.co/DukJ8CQG7j,{'Afghanistan'},0,,"[('UN', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
908,IRIN Asia | AFGHANISTAN: Five million children not in school | Afghanistan | Conflict | Education http://t.co/AW0jrgdDkJ,set(),0,,"[('IRIN', 'LOCATION'), ('Asia', 'LOCATION'), ('AFGHANISTAN', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
909,Fleeing Afghanistan: Refugee children’s horrifying journeys end in safety at Croydn's @weareyoungroots http://t.co/DKriRWQppA,set(),1,,"[('Croydn', 'LOCATION')]"
910,"Consequences of war: Malnutrition Afghanistan
Photography by Sebastian Rich for #unicef @UNICEFAfg http://t.co/BZxwuOGp2F",{'unicef'},5,,"[('Malnutrition', 'ORGANIZATION'), ('Afghanistan', 'ORGANIZATION'), ('Photography', 'ORGANIZATION'), ('Sebastian', 'PERSON'), ('Rich', 'PERSON')]"
911,Omg such a powerful picture. :( #afghanistan #hunger #war #children #photography  https://t.co/s9iaTeDYrA,"{'afghanistan', 'photography', 'hunger', 'war', 'children'}",2,,[]
912,#UN report finds increasing numbers of women &amp; children being killed in #Afghanistan conflict. http://t.co/tpjcgeJKjl http://t.co/NDgzjFMFvD,"{'UN', 'Afghanistan'}",4,,"[('UN', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
913,"UN: Afghanistan conflict sees more women, children as casualties http://t.co/kJ5hyp7l7p",set(),0,,"[('UN', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
914,#AfghanistanWomen Afghanistan war: Children and women increasingly caught up violence; reco... http://t.co/6wcfrmLrWr #AfghanWomenRights,"{'AfghanistanWomen', 'AfghanWomenRights'}",1,,[]
915,#WomenInWars :-( Afghanistan war: Children and women increasingly caught up violence; record... http://t.co/FnCcXFd5hV #WarsAndWomen :-(,"{'WomenInWars', 'WarsAndWomen'}",1,,[]
916,"Afghanistan war: Children and women increasingly caught up violence; record numbers killed and ... http://t.co/pGgXY3WhzE
 #afghanistan",{'afghanistan'},0,,"[('Afghanistan', 'LOCATION')]"
917,Afghanistan war: Children and women increasingly caught up in violence; record numbers killed and maimed: Abdu... http://t.co/DJiUOLBKyB,set(),0,,"[('Afghanistan', 'LOCATION'), ('Abdu', 'PERSON')]"
918,"UN: Afghanistan conflict sees more women, children as casualties http://t.co/KT4gDNIgOQ",set(),0,,"[('UN', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
919,Afghanistan war: Children and women increasingly caught up in violence; record numbers killed and maimed http://t.co/f6deG7oI2A @abcnews,set(),0,,"[('Afghanistan', 'LOCATION')]"
920,"UN: #Afghanistan conflict sees more #women, #children as casualties http://t.co/zPVYo8L6P1","{'Afghanistan', 'women', 'children'}",0,,"[('UN', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
921,"I+Can’t+Quit+You,+Afghanistan+ https://t.co/PUSH7gH6go #politics = #business #insanity #war #children #humanrights","{'business', 'politics', 'humanrights', 'insanity', 'war', 'children'}",0,,[]
922,"Denmark sees sharp rise in solo refugee children (young boys from Syria, Afghanistan &amp; Eritrea) https://t.co/x6PQTTZyNo via @TheLocalDenmark",set(),32,,"[('Denmark', 'LOCATION'), ('Syria', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Eritrea', 'LOCATION')]"
923,"Children born into conflict :Afghanistan
Photography Sebastian Rich  #war #sad #afghanistan #conflict#malnutrition https://t.co/5vlebdm7lA","{'war', 'sad', 'afghanistan'}",3,,"[('Afghanistan', 'LOCATION')]"
924,"Islamic State joins others in training children for jihad in Afghanistan, conflict hot-bed | The Long War Journal https://t.co/Yqmz3UgCox",set(),1,,"[('Islamic', 'ORGANIZATION'), ('State', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
925,"Perhaps stating the obvious, I know, ""Women and Children Worst Hit in Afghanistan Conflict"" https://t.co/sTJ5sjZmH0",set(),2,,"[('Afghanistan', 'LOCATION')]"
926,Women and Children Worst Hit in Afghanistan Conflict https://t.co/qVUkXDGD3F,set(),0,,"[('Afghanistan', 'LOCATION')]"
927,"Women and Children Worst Hit in Afghanistan Conflict 
https://t.co/QhGkr0UYz9 https://t.co/whYd1YsD6H",set(),0,,"[('Afghanistan', 'LOCATION')]"
928,Afghan children 'die in fighting' http://bit.ly/4IuBrA #afghanistan #war #children,"{'war', 'afghanistan', 'children'}",0,,[]
929,#Afghanistan conflict prevents children from getting #education/healthcare https://t.co/fxej4bMj2N v @UNICEFAfg https://t.co/jKAMnmePA6,"{'Afghanistan', 'education'}",0,,"[('Afghanistan', 'LOCATION')]"
930,"Feel their pain 💔
#Syria #Palestine #refugees #Afghanistan #Iraq #war #children #حرب https://t.co/s47B9Lc05n","{'Afghanistan', 'refugees', 'Syria', 'Palestine', 'war', 'Iraq', 'children', 'حرب'}",3,,"[('Syria', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION')]"
931,“My children will die this winter” - #Afghanistan and the world must act now to end the displacement crisis: https://t.co/WCrxUp4x6c,{'Afghanistan'},0,,"[('Afghanistan', 'LOCATION')]"
932,Afghanistan refugee children need urgent attention and care as there is no certain school they can attend.,set(),0,,"[('Afghanistan', 'LOCATION')]"
933,Afghanistan Conflict Monitor: 2009 Worst Year for Afghan Children: ARM: Related posts: Afghanistan is world's wors... http://bit.ly/8ROumW,set(),0,,"[('Afghanistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
934,"Children in #Syria #Afghanistan #Somalia #Yemen grow up w/ fear stress displacement, things a child should never see https://t.co/g3vZaPJKDl","{'Syria', 'Afghanistan', 'Somalia', 'Yemen'}",1,,"[('Syria', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Somalia', 'LOCATION'), ('Yemen', 'LOCATION')]"
935,Afghan war kills three children a day http://bit.ly/6o73GN #afghanistan #war #children,"{'war', 'afghanistan', 'children'}",0,,[]
936,"Afghanistan Conflict

388 children killed; 1,121 injured so far in 2016

#humanrights

https://t.co/rONnkSgH3x https://t.co/02hhxwZFXC",{'humanrights'},63,,"[('Afghanistan', 'LOCATION')]"
937,"Retweeted Brendan McDonald (@7piliers):

Afghanistan Conflict

388 children killed; 1,121 injured so far in 2016... https://t.co/hp4XJVHish",set(),0,,"[('Brendan', 'PERSON'), ('McDonald', 'PERSON')]"
938,A third of victims in Afghanistan conflict are CHILDREN as casualty rates reach record high https://t.co/RrFqtay42a https://t.co/EUeMUA3tzo,set(),54,,"[('Afghanistan', 'LOCATION')]"
939,"Surge in number of children killed or wounded in #Afghanistan conflict 
https://t.co/gIC36anHbR https://t.co/Dmqw8jl9sT",{'Afghanistan'},9,,"[('Afghanistan', 'LOCATION')]"
940,"Afghanistan Conflict

388 children killed; 1,121 injured so far in 2016

https://t.co/rONnkSgH3x via @UNAMAnews https://t.co/ZftOURqJwW",set(),26,,"[('Afghanistan', 'LOCATION')]"
941,A third of victims in Afghanistan conflict are CHILDREN as casualty rates reach record high https://t.co/EgSSyMgAAa https://t.co/iJhHYppH6Y,set(),0,,"[('Afghanistan', 'LOCATION')]"
942,Spike in civilian casualties triggers displacement in Afghanistan: UN reports suggest children have been most... https://t.co/Ou4JJzBrh8,set(),0,,"[('Spike', 'PERSON'), ('Afghanistan', 'LOCATION'), ('UN', 'ORGANIZATION')]"
943,Spike in civilian casualties triggers displacement in Afghanistan: UN reports suggest children have been most... https://t.co/IXoAm2wzLX,set(),0,,"[('Spike', 'PERSON'), ('Afghanistan', 'LOCATION'), ('UN', 'ORGANIZATION')]"
944,Spike in civilian casualties triggers displacement in Afghanistan: UN reports suggest children have bee... https://t.co/aok27UA9sv #news,{'news'},0,,"[('Spike', 'PERSON'), ('Afghanistan', 'LOCATION'), ('UN', 'ORGANIZATION')]"
945,#Afghanistan:  Afghan refugee children not entitled to Pakistani citizenship https://t.co/LLZThsUkPI https://t.co/nHM8t2sHdW,{'Afghanistan'},7,,[]
946,"""When adults wage war, children perish.""-- Elie Wiesel #Afghanistan #war #Haiti #violence #peace #oligarchy #capitalism #Obama #Congo","{'violence', 'Afghanistan', 'oligarchy', 'capitalism', 'war', 'peace', 'Haiti', 'Obama', 'Congo'}",1,,"[('--', 'PERSON'), ('Elie', 'PERSON'), ('Wiesel', 'PERSON'), ('Afghanistan', 'LOCATION'), ('Haiti', 'LOCATION'), ('Obama', 'PERSON'), ('Congo', 'LOCATION')]"
947,Watch: Children of a Afghanistan War: Children of a Afghanistan War http://goo.gl/fb/D5Psq #sharefreearticles #abc,"{'abc', 'sharefreearticles'}",0,,[]
948,The pediatrics ward of a @MSF hospital at the front line of a Taliban insurgency is heartbreaking. @AJ101East https://t.co/nsf5z5Fy4N,set(),458,,"[('Taliban', 'ORGANIZATION')]"
949,Youngest victims of Afghanistan’s war. #children https://t.co/jwnLxEzolg,{'children'},0,,"[('Afghanistan', 'LOCATION')]"
950,"Press release: Afghan children need aid investment now amid worsening violence, displacement #Brussels #Afghanistan https://t.co/Wj7zDLcpau","{'Brussels', 'Afghanistan'}",4,,"[('Brussels', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
951,Children are fighting children in #Afghanistan conflict - we met them: https://t.co/ju5UtVDN71 https://t.co/lSk32oMEAF,{'Afghanistan'},12,,"[('Afghanistan', 'LOCATION')]"
952,Children fight children in Afghanistan conflict https://t.co/x45f68dJR4,set(),0,,"[('Afghanistan', 'LOCATION')]"
953,Afghanistan: Afghan Children Need Aid Investment Now as Worsening Violence and Displacement Threaten to Erode Year… https://t.co/ANAkH8FTVO,set(),0,,"[('Afghanistan', 'LOCATION')]"
954,Afghanistan: Afghan Children Need Aid Investment Now as Worsening Violence and Displacement Threaten to Erode Years… https://t.co/J6qtclBJeD,set(),0,,"[('Afghanistan', 'LOCATION')]"
955,News:  Afghanistan: Afghan Children Need Aid Investment Now as Worsening Violence and Displacement Threaten to… https://t.co/US1rhC0uqT,set(),0,,"[('Afghanistan', 'LOCATION')]"
956,Afghanistan: Afghan Children Need Aid Investment Now as Worsening Violence and Displacement Threaten… https://t.co/LXUexzLvxA via @aidnews,set(),0,,"[('Afghanistan', 'LOCATION')]"
957,"Thanks @EU_UNGeneva for hosting HLWG on #Afghanistan. Forced displacement is major issue, special attention for children needed https://t.co/QBCm7XFkHT",{'Afghanistan'},1,,"[('Afghanistan', 'LOCATION')]"
958,"#Afghanistan - Conflict's ""horrific toll"" on #children denounced by @pagossman @hrw https://t.co/UebdrgKUAI #lawsofwar https://t.co/xm1aNDoImv","{'Afghanistan', 'lawsofwar', 'children'}",1,,"[('Afghanistan', 'LOCATION')]"
959,Suffer the #Afghan Children via @hrw @pagossman https://t.co/zMO5Alb9Wk Kids bear brunt of casualties of worsening #Afghanistan conflict https://t.co/Bk4dn84xRO,"{'Afghanistan', 'Afghan'}",7,,"[('Afghanistan', 'LOCATION')]"
960,"Renewed, increased displacement in #Afghanistan. As if the children of that country haven't suffered enough? https://t.co/if20Jx6o0K",{'Afghanistan'},0,,"[('Afghanistan', 'LOCATION')]"
961,#Greece | Refugee children from Afghanistan stunned by Prez Obama's motorcade earlier today in Athens. #obama_athens https://t.co/NUQNIeYV3V,"{'Greece', 'obama_athens'}",89,,"[('Greece', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Prez', 'PERSON'), ('Obama', 'PERSON'), ('Athens', 'LOCATION')]"
962,"Our @ASRC1 toy shop for 200 refugee children in Dandenong from Iraq, Afghanistan, Iran, Pakistan &amp; Burma now ready. You made this possible❤️ https://t.co/kKAKV3AjPt",set(),14,,"[('Dandenong', 'LOCATION'), ('Iraq', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Iran', 'LOCATION'), ('Pakistan', 'LOCATION'), ('Burma', 'LOCATION')]"
963,"Afghanistan

1000s of children dying of hunger amid ‘unprecedented’ displacement 

9.3 million people need of aid 

https://t.co/2vDlsyhJhu https://t.co/R3SRUoziMQ",set(),27,,"[('Afghanistan', 'LOCATION')]"
964,Afghanistan children suffering marked increase in malnutrition and displacement.  https://t.co/Jz2I4qrkWz,set(),0,,"[('Afghanistan', 'LOCATION')]"
965,UN News - Thousands of Afghan children face acute malnutrition amid ‘unprecedented’ displacement – UN #Afghanistan https://t.co/TzIKhPQQ3i,{'Afghanistan'},3,,"[('UN', 'ORGANIZATION'), ('News', 'ORGANIZATION'), ('UN', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
966,"I will no longer debate libertarians from any sect about which ideology is best for child killers. Thx for understanding, Angela Keaton, ED",set(),23,,"[('Angela', 'PERSON'), ('Keaton', 'PERSON'), ('ED', 'PERSON')]"
967,"Record number of children -- 923 -- killed in Afghanistan conflict in 2016, U.N. Mission says. https://t.co/15jC2UcFfn https://t.co/qqLsgkEQml",set(),11,,"[('Afghanistan', 'LOCATION'), ('U.N.', 'ORGANIZATION'), ('Mission', 'ORGANIZATION')]"
968,"Last year the Afghanistan Conflict killed 923 children and wounded another 2,589

https://t.co/E8iTv8BKA3 via @UNAMAnews https://t.co/XyFWf4lPz0",set(),16,,[]
969,"Record number of children killed in #Afghanistan conflict in 2016, U.N. says https://t.co/KjdP4bgDZS",{'Afghanistan'},0,,"[('Afghanistan', 'LOCATION'), ('U.N.', 'ORGANIZATION')]"
970,Over 900 Children Killed in Afghanistan Conflict Last Year https://t.co/iR6UNmG9tV https://t.co/x7waxTlhkZ,set(),0,,"[('Afghanistan', 'LOCATION')]"
971,New post on my blog: Over 900 Children Killed in Afghanistan Conflict Last Year https://t.co/TJUyPD5n8j,set(),0,,"[('Afghanistan', 'LOCATION')]"
972,"""Record number of children killed in Afghanistan conflict in 2016, U.N. says"" 
https://t.co/xQuqMbT9Ga",set(),7,,"[('Afghanistan', 'LOCATION'), ('U.N.', 'ORGANIZATION')]"
